Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Flat,46.356,1.487,15.459,10.08,10.813,9.502,0.167,1.082,3.17,0.415,0,31.92216019,0.917080047,285.7696205,329.6855053,0.140772314,49.59100958,164.5972341,69.95344605,76.59638665,20.25451341,21.27044797,845.2536524,22.86080989,116.0544885,11.77104932,0.794431305,463.9921284,21.80063518,45.71014668,5.572951648,24.1244744,5.411057974,1.690279371,5.318350038,0.792426931,4.351822249,0.81655318,2.164498538,0.308415852,1.834712005,0.281798882,2.935309168,0.610499103,6.431677728,4.271575577,1.164540303,,,,,,108.6231813,31.73309342,12.18706751,2.603833399,36.84000015
Flat,46.388,1.847,15.944,10.76,10.391,8.409,0.16,0.81,3.14,0.332,0,27.45658273,1.103803587,234.3618484,186.2810567,0.118734517,50.51565193,101.7726268,48.44602185,85.13299924,19.78494897,14.60300144,556.1397342,21.89762892,120.2149388,11.79181666,0.513769418,214.8728126,12.62390548,29.45267958,4.069312568,18.86781677,4.628279598,1.591394251,4.839901268,0.715049348,4.00599936,0.795697126,2.141250201,0.308601695,1.833515092,0.268179402,2.94440953,0.661943704,1.936621202,1.390254079,0.454847844,,,,,,154.5565058,18.37540827,10.42405315,1.762789196,36.16999817
Flat,46.4,2.12,16.57,10.46,10.68,7.02,0.16,0.91,3.18,0.41,0.6,28.53343566,1.243018804,249.0606062,112.5507232,0.121951122,50.2816007,62.27279296,47.20446517,87.01860298,20.55704946,15.44463287,712.1866125,23.52628311,134.4677795,17.13222176,0.514005484,280.8930426,16.6138722,36.53109363,4.895416845,21.65715881,5.119552023,1.794505015,5.436399953,0.852121244,4.606612575,0.857991701,2.298415971,0.329277506,1.977076295,0.291400531,3.30831506,1.036361185,2.303077659,1.752886272,0.511777787,,,,,,160.2460166,24.18322009,11.53052257,2.097322123,36.16999817
Flat,46.42,1.89,16.33,9.9,10.58,7.24,0.17,0.93,3.13,0.38,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,36.16999817
Flat,46.43,1.46,14.67,9.45,9.92,10.73,0.17,1.41,3.21,0.59,0.4,25.98857556,0.835103809,221.7776103,447.0789976,0.134672705,45.48570627,250.5459767,51.4764372,72.63374415,19.27231242,32.13935347,947.668453,24.06841205,145.9523691,18.73290848,1.364378799,672.8793142,30.13517221,60.56947367,7.452303443,30.53485423,6.121846432,1.952858789,5.929975903,0.841115461,4.466677451,0.832187265,2.2103759,0.301967992,1.920048001,0.286530209,3.216753765,0.974182379,7.23727581,5.416361118,1.404919617,,,,,,124.2308811,43.86487949,13.78794241,3.181394161,33.90999985
Flat,46.44,1.02,21.17,,11.51,3.85,0.15,0.2,2.6,0.09,3.22,30,,280,51,,28,16,67,80,,5,310,18,34,3,,55,3,7,,6,1.9,0.73,2.49,,3,0.62,1.81,,1.83,0.27,1,,,,,,,,,,,4.366812227,4.279279279,1.020455068,42
Flat,46.45,1.5,14.79,10.55,9.36,11.14,0.17,0.84,2.9,0.37,0.3,25.91245168,0.88523776,221.8513594,427.3468965,0.133776791,51.00080913,231.2821662,48.67817374,92.11094066,18.82419024,18.04770344,663.361789,22.46875096,115.0515797,11.19004662,0.973280338,381.1516706,20.47948377,40.99506083,5.055913338,21.42360556,4.823584547,1.556179002,4.900955221,0.720453242,4.108641915,0.79510446,2.114913484,0.290530601,1.859072712,0.283538376,2.845358032,0.577323198,4.071637354,3.646433124,0.97751709,,,,,,104.527262,29.81002004,10.86392916,2.743944627,36.84000015
Flat,46.454,1.373,15.143,9.83,10.375,9.988,0.163,1.015,3.15,0.456,0.26,28.00134201,0.85136549,231.0810659,407.3741632,0.137716855,51.59077425,202.353055,58.86055294,72.77673579,19.21277647,21.51633341,808.5123986,23.78151738,126.8823293,13.89292796,0.827627294,509.4785097,24.11720887,49.2160236,5.779281525,24.17101708,5.324942047,1.678430957,5.36697887,0.774274764,4.356953252,0.809373785,2.1735946,0.32493977,1.952553748,0.288533041,2.93998942,0.668033218,6.124384052,4.443036095,1.195933606,,,,,,114.6690008,35.10510753,11.99311272,2.92710561,36.84000015
Flat,46.454,1.921,13.776,10.31,9.413,9.4,0.147,1.359,3.45,0.458,1.26,17.67936447,1.090566724,165.8947441,282.1023711,0.106083509,50.88050867,226.7426816,54.04228932,87.66338847,19.04616926,14.7841288,616.0302072,20.42003499,146.4673877,27.98504575,0.343279042,284.2490174,18.84043114,38.29671172,5.101928557,21.77514674,4.905427908,1.643287881,4.970173836,0.7242853,3.933843366,0.724851286,1.875409073,0.265721,1.516814371,0.235138344,3.281649513,1.639693554,2.119412425,1.726481553,0.643648204,0.512851,0.7036226,18.36701568,15.58422938,38.27611055,164.640634,27.42420836,11.04826105,2.482219439,37
Flat,46.49,1.63,13.72,10.08,7.2,13,0.15,1.78,3.63,0.46,0.2,17.19024168,0.920611536,148.3836989,484.4970209,0.120819116,60.03992584,428.3703581,53.23877799,84.91871431,17.8929622,36.01634818,672.4057621,18.67709818,170.3350289,31.74528749,1.015950371,463.7234266,23.13733631,45.17178655,5.449186596,22.28469799,4.771679121,1.580375383,4.72987303,0.681153439,3.675246438,0.666933535,1.743790858,0.224592722,1.424973319,0.204587445,3.593179525,1.815924179,3.050674653,3.255435892,0.926092209,0.5128174,0.7037531,18.38268804,15.584605,38.30747864,142.4458788,33.67880103,10.74702505,3.133778965,37
Flat,46.5,1.63,16.26,9.6,10.87,7.22,0.16,1.11,3.14,0.42,1.6,27.02354955,1.002233355,233.9236051,198.219843,0.13118025,40.5092443,86.49817341,52.67339797,77.77202216,20.05484042,22.52157312,737.6433337,23.61596481,132.2304843,15.69043164,0.872482889,370.4179328,19.28219144,41.31611609,5.332379258,22.93383595,5.078237919,1.699639324,5.197821607,0.773426046,4.261909661,0.802380307,2.213224102,0.30427476,1.847292025,0.286236175,2.994629732,0.831693972,3.705071269,2.590884419,0.768741675,,,,,,142.9696864,28.06723645,11.43747279,2.453971866,36.16999817
Flat,46.505,1.581,15.184,9.42,9.828,9.778,0.163,1.5,3.37,0.67,0.17,26.31773983,0.951252546,246.7957013,365.2244113,0.13346896,44.58372676,196.7413057,48.23666185,72.26343726,20.38596606,42.47678109,1032.600385,25.70602547,157.9,20.33601086,1.891285724,652.2867591,33.37987154,67.1925115,8.081483609,33.55535899,6.899182852,2.096440326,6.527549089,0.925113094,5.021896963,0.881750517,2.443161566,0.355277949,2.118391356,0.309069559,3.806,1.05717743,7.474004101,6.676414955,1.774148665,0.512824,0.703842,18.584,15.603,38.458,97.70015248,48.58787706,15.53870012,3.126894572,33.90999985
Flat,46.51,1.96,16.55,10.31,10.12,6.82,0.17,1.16,3.52,0.43,0.33,,,,,,,,,,,20.7,623,21.8,147,15.9,,286,18.3,39.2,5.185,22.1,5.24,1.84,5.08,0.75,4.3,0.79,2.14,0.35,1.92,0.28,3.48,1.19,2.97,2.55,0.74,,,,,,112.1568627,26.63755459,11.8018018,2.257075236,36.16999817
Flat,46.52,2.358,17.4,10.95,10.3,5.89,0.168,0.94,3.37,0.51,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.703906,,,,,0,0,,36.16999817
Flat,46.52,2.358,17.4,10.95,10.3,5.89,0.168,0.94,3.37,0.51,0.19,25,,288,40,,31,0,40,150,19,14,757,24,131,16,0.7,327,18.1,41,4.61,21.7,6,2.13,6.2,0.9,4.6,0.9,2.6,0.37,2.4,0.36,4.1,1.4,0,2.2,0.7,0.512792,0.703853,,,,148.6363636,26.34643377,13.51351351,1.949636099,36.16999817
Flat,46.6,1.28,14.51,9.71,10.5,11.7,0.18,1.26,2.72,0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37.16999817
Flat,46.63,1.55,15.69,9.67,10.88,7.06,0.16,0.9,3.42,0.54,2.1,26.28896968,0.920508896,223.404336,197.5041259,0.122390256,37.69723592,79.70053442,36.56746244,73.18683,19.76174216,19.03323076,583.8759538,22.08779418,114.1054132,10.77864013,0.706435245,386.3054667,17.79326131,37.67228197,4.99590349,21.59372147,4.879014933,1.604556994,4.858104869,0.753011233,4.156082661,0.779625487,2.1096761,0.295320709,1.821199123,0.26766595,2.777055643,0.557406468,4.491656605,3.061277624,0.917558876,0.51271,0.704126,18.435,15.576,38.255,126.1909288,25.89994368,10.98877237,2.356946054,36.84000015
Flat,46.65,1.38,14.75,9.42,11.18,10.79,0.17,1.39,3.04,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37.16999817
Flat,46.66,2.15,17.35,10.46,11.06,6.77,0.17,1.15,3.51,0.42,-0.2,,,,,,,,,,,20.3,668,22.8,153,16.3,,287,17,38.8,5.18,22.9,5.45,1.93,5.22,0.79,4.53,0.84,2.23,0.31,1.95,0.29,3.64,1.25,2.4,1.76,0.57,,,,,,163.0681818,24.74526929,12.27477477,2.015944874,36.16999817
Flat,46.679,2.089,16.227,10.34,10.919,6.744,0.153,1.003,3.44,0.358,0.31,28.53829099,1.224747233,235.7950788,151.3221958,0.121028227,42.07951181,71.83843624,55.07025151,85.46209103,20.76919327,14.39926883,653.084855,23.46192489,136.9592991,16.79823348,0.383807499,257.0443361,14.38856095,32.66272531,4.385786933,19.74040125,4.819829525,1.682501692,5.011003941,0.761868334,4.48588075,0.822626436,2.231544643,0.319190821,1.861135501,0.274470488,3.165196431,0.959679363,2.005177406,1.509814929,0.454944234,,,,,,170.2489035,20.94404796,10.8554719,1.929353984,36.16999817
Flat,46.7,1.812,16.114,10.27,9.813,8.578,0.157,1.233,3.15,0.45,0,23.69449939,1.109599782,206.908856,294.3980239,0.12795009,48.02107004,155.2598054,47.10459621,89.7219526,19.52393677,19.10868988,751.6002668,21.90650913,144.057823,20.97053981,0.295265471,382.6767142,19.22128168,40.34675159,5.507250369,23.80271949,5.293523404,1.74662532,5.416094051,0.784576373,4.323887568,0.81721827,2.135615765,0.293286947,1.82801718,0.275803528,3.264935474,1.135306458,2.43823871,2.027629475,0.420169437,,,,,,188.7310867,27.97857595,11.92235001,2.346733315,33.90999985
Flat,46.75,1.13,14.75,9.39,10.33,11.61,0.17,1.06,2.59,0.28,0.4,29.95404759,0.692368694,254.1019477,672.0159379,0.131827879,54.71215483,251.3247863,62.78340852,74.72811827,18.0442872,22.6234585,636.5539589,19.67554241,104.902014,6.820812966,1.006698303,437.9558727,19.8296762,40.57199211,5.157147757,22.03986297,4.570422685,1.403508772,4.435897436,0.668535243,3.647877089,0.716344799,1.862467127,0.248073365,1.624623689,0.248138958,2.673462613,0.378698225,5.608663559,4.31217852,1.091715976,,,,,,101.5625561,28.8641575,10.29374479,2.804048293,43
Flat,46.76,1.29,16.3,9.07,12,8.39,0.18,1.4,2.82,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37.16999817
Flat,46.76,1.52,14.91,10.17,9.87,9.48,0.17,1.12,2.81,0.57,1,26.02366044,0.889479149,228.8408661,323.9551606,0.135135548,45.14718706,199.1841667,48.40660418,86.90292886,20.25197135,27.08019001,973.8591455,23.03201775,120.3609865,14.15562667,0.808337464,607.9840621,24.80226922,49.44895178,6.293479575,26.57080245,5.673425283,1.78761827,5.478057028,0.779477507,4.381613256,0.779271351,2.083829316,0.275601408,1.857436645,0.283243434,2.965148105,0.704671015,8.764775876,5.286836646,1.471862332,,,,,,114.9995929,36.10228416,12.77798487,2.82535036,37
Flat,46.77,1.764,17.03,10.37,10.08,7.698,0.1592,0.9999,3.753,0.4235,,33.31072848,,250.6686986,,,,,73.54600664,,19.6365651,14.49053134,647.2631704,26.83080777,195.6367511,17.32595221,0.500754277,412.9218311,18.79104114,39.61571319,5.411353353,24.1776119,6.013424725,1.97969231,6.290406713,0.923516258,5.379281754,1.064193951,2.947671465,0.406726181,2.551149883,0.355703184,4.803450781,1.032122353,3.979793818,1.787262718,0.540843775,,0.704083,,,,231.0358891,27.35231607,13.54374938,2.019552732,36.16999817
Flat,46.775,1.527,15.015,10.02,9.966,10.004,0.159,0.99,3.26,0.42,0.05,22.19194191,0.935476755,198.4464137,237.9183145,0.119736948,55.97764062,134.8581633,47.45606322,92.87025796,19.9916719,19.14815542,520.9820769,22.42364445,125,9.394827061,0.601032526,424.2031032,17.13715968,35.79988143,4.75541943,20.34973553,4.788458902,1.547445759,5.028951837,0.769279034,4.38656928,0.819756961,2.208047075,0.314581619,1.911715024,0.283248695,3.195,0.612140895,5.231740371,3.415464268,0.873600776,0.512764,0.704079,18.495,15.593,38.404,124.2007147,24.94491948,10.78481735,2.312966337,48.58000183
Flat,46.79,1.65,16.57,10.1,10.1,7.97,0.16,0.96,3.23,0.44,0.5,28.6111603,0.998793203,236.3479963,247.4204959,0.128564674,41.7521138,108.7777995,53.58522639,82.56265803,20.3797196,19.61261575,715.4995057,24.06273286,141.0593746,13.56178509,0.788163065,371.6094893,19.72480196,42.73861338,5.517485456,24.13797446,5.382316713,1.752417217,5.581915005,0.805807482,4.483790631,0.826211259,2.341758442,0.321251671,1.927488694,0.310779745,3.300480895,0.72988843,3.820447558,2.478806273,0.655613016,,,,,,149.9146962,28.71150213,12.12233494,2.368479527,48.58000183
Flat,46.817,1.792,15.78,10.68,10.702,7.366,0.154,0.681,3.33,0.328,0.38,26.86051959,1.083278795,227.8553764,215.0271158,0.125833531,47.18670612,89.62906399,40.20833673,90.28856633,20.50492281,10.8937465,584.0773764,21.71947191,110.6905839,11.31738694,0.366045401,215.4285539,12.72561313,28.80077676,3.841118675,17.76511789,4.496227537,1.560271154,4.715720033,0.722891937,4.044029325,0.76100915,2.02573388,0.292913914,1.802496294,0.260443851,2.721448963,0.62032097,2.135928172,1.630733893,0.475360857,,,,,,132.1052778,18.52345434,10.1266386,1.829180943,48.58000183
Flat,46.83,2.195,17.06,10.81,11.04,6.517,0.1469,1.153,3.6,0.3844,,36.47715596,,297.5537512,,,,,49.48281661,,19.86611015,16.65483592,700.7146346,23.59556727,167.5701282,18.82244602,0.571460847,291.6420873,16.26802334,33.71108111,4.734439991,22.35484768,5.554044755,1.869107571,5.590536508,0.921051837,4.831508053,0.947325899,2.539825985,0.325506434,2.145715057,0.294123526,4.24764001,1.199848828,2.868251759,1.945010417,0.542267445,,,,,,149.9437148,23.67980108,12.50910981,1.893004493,36.16999817
Flat,46.85,1.16,14.72,9.58,11.67,10.91,0.15,1.01,2.71,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37.16999817
Flat,46.87,2.28,17.28,10.06,10.53,6.02,0.15,1.17,3.6,0.49,0.1,25.59367419,1.301841546,237.2408508,115.6783547,0.118380279,50.52831466,52.23205734,44.87430826,83.84578835,21.10720592,15.629319,853.4771177,23.55004661,166.3773194,21.91506178,0.414581782,296.7629495,18.91330826,41.47686568,5.561575407,24.32075566,5.451313614,1.95791996,5.591612219,0.805239774,4.49592207,0.863838783,2.28635499,0.296277835,1.902110245,0.267055793,3.590182926,1.372223597,2.419900004,1.885776878,0.579168184,,,,,,157.3690679,27.53028859,12.27773336,2.242294059,36.16999817
Flat,46.874,1.578,16.234,9.33,11.433,7.448,0.153,0.975,3.11,0.392,0.55,28.86590067,0.943357373,247.9215536,260.4930973,0.125251647,41.3190228,78.47730898,49.75227904,72.56646531,19.49691033,16.73664595,732.0438131,21.81133609,121.9220041,13.69221395,0.4661885,379.7619541,17.8465475,38.2161396,5.077706996,22.10699278,5.01182475,1.672043859,4.843920505,0.734685034,4.270707277,0.803083485,2.191647033,0.313404033,1.886953451,0.283547551,2.971102216,0.760385125,3.991818767,2.651248882,0.710382476,,,,,,143.2388927,25.97750728,11.28789358,2.301360045,48.58000183
Flat,46.88,1.67,16.46,9.42,10.95,6.99,0.15,0.94,3.25,0.36,1.5,29.73024757,0.989333953,246.6426243,173.4708729,0.119680187,47.9044374,57.43881272,46.16417986,79.12439313,19.98607079,18.33988058,640.6216038,22.46455978,127.1578856,14.57743923,0.853072375,373.0951366,17.14428078,36.71186748,4.985584496,21.45053093,4.867356073,1.697003166,5.077078992,0.774674866,4.359821601,0.797179506,2.242251756,0.324393951,1.873264183,0.295350366,3.059692662,0.855792754,3.700609913,2.436640518,0.685708615,,,,,,153.1186623,24.95528498,10.96251368,2.276419963,48.58000183
Flat,46.91,1.699,15.05,10.6,11,9.264,0.1635,1.366,2.983,0.6127,,31.95558702,,268.891899,,,,,69.81831527,,19.11047918,27.37901473,979.6496593,24.35964675,171.0000413,21.93245506,0.632385788,643.3520151,30.829721,55.23323266,7.035931583,31.12215373,6.682087975,2.104784604,6.367722786,0.918238785,5.110262029,0.95186855,2.500299877,0.339221972,2.198363079,0.297550307,4.298761192,1.277199966,8.305089649,6.682087975,1.381013587,,0.703846,,,,96.28008753,44.87586754,15.04974769,2.981835208,48.58000183
Flat,46.92,1.724,15.49,10.78,9.767,7.325,0.1611,1.401,3.209,0.3788,,30.37573492,,231.6496459,,,,,55.17553003,,18.91002623,29.39775595,564.7463642,22.76355531,190.9978334,20.43538149,1.286699199,396.2274504,19.53038603,39.69572855,5.058486754,22.04101861,5.269409085,1.620233818,5.07235362,0.810846744,4.590662485,0.904265631,2.469031985,0.33791363,2.0508365,0.313829073,4.700137743,1.293997549,5.707310117,4.752685867,1.223933384,,,,,,83.36916461,28.42850951,11.86803848,2.395384002,36.16999817
Flat,46.94,2.45,16.42,10.3,9.11,5.96,0.16,1.63,4.02,0.64,0.9,20.33128304,1.386309022,183.426958,89.10250725,0.122572259,39.69155177,57.48097692,48.02141511,99.88642214,22.02061882,19.02164727,883.0351827,24.6457577,182.8507823,35.29393317,0.310021936,370.2576448,26.0483941,53.70994061,6.781181558,28.79703581,6.294230238,2.16941187,6.337649379,0.886231048,4.864053756,0.881335901,2.233536224,0.297477882,1.8448296,0.25804258,4.051793862,1.985252187,2.100572099,2.169203533,0.622684576,,,,,,170.6882914,37.91614862,14.17619423,2.674635237,36.84000015
Flat,46.94,1.792,17.07,10.94,11.16,7.124,0.1519,0.815,3.366,0.3381,,34.8436969,,270.2343405,,,,,50.623217,,20.10297692,12.78748314,653.2004402,21.55876019,138.9943819,12.84600709,0.500379775,273.3068478,14.2432664,30.90064575,4.232013155,19.78841069,5.047690712,1.633549762,4.959904787,0.820066853,4.301510346,0.856644322,2.299991246,0.305056091,2.04833826,0.267747073,3.628484918,0.746180366,4.169831458,1.655496244,0.472580899,,0.704063,,,,165.0905877,20.73255662,11.36867277,1.823656731,36.16999817
Flat,46.94,2.062,17.41,9.7,10.46,6.76,0.159,1.22,3.56,0.52,-0.43,27,,263,70,,48,30,30,80,23,22,724,23,159,24,0.8,339,19.6,43.6,5.71,25.9,6.1,2.06,6.3,0.9,5,0.9,2.5,0.35,2.2,0.36,4,1.8,0,2.4,0.8,,,,,,141.25,28.52983988,13.73873874,2.076598182,36.16999817
Flat,46.94,2.01,15.89,10.65,10.02,8.47,0.17,1.23,3.04,0.39,0,30.6,,285,259,,42.6,91,51.2,90,20.9,23.7,622,23.2,161,18.2,0.934,315,18.2,40.6,5.37,23.7,5.6,1.84,5.32,0.822,4.63,0.879,2.29,0.322,2.02,0.307,3.44,1.05,3.59,2.34,0.684,0.512816,0.703831,18.3602,15.5773,38.2041,134.6153846,26.49199418,12.61261261,2.100436681,36.16999817
Flat,46.95,1.969,17.09,10.92,10.55,7.063,0.1536,1.243,3.398,0.4177,,33.40234358,,259.1699912,,,,,46.31694083,,18.94384831,20.83896485,753.2905305,23.1145681,181.023873,19.79262637,0.7280467,317.2673862,18.78287316,37.9828183,5.129985342,23.4365184,5.458520989,1.829994771,5.326814048,0.876582861,4.843888599,0.908046186,2.443895456,0.324145415,2.092676947,0.320486889,4.419499567,1.224142844,3.314624675,2.596090143,0.695119965,,,,,,122.2096956,27.34042672,12.29396619,2.223889858,36.16999817
Flat,46.95,2.281,17.49,11.3,10.24,5.849,0.15,1.209,4.003,0.5111,,28.59792031,,262.0445407,,,,,55.58079654,,20.44267517,15.32836889,782.4233858,24.22566132,183.9840765,22.27596846,0.374661128,295.291169,20.4063003,41.40187344,5.55371467,25.44058187,5.936378269,2.000617676,5.914553349,0.886091756,5.070656438,0.95884149,2.51859578,0.33319378,2.119199742,0.315006347,4.343159101,1.387337421,3.943035566,2.071912415,0.549987987,,,,,,142.5210674,29.70349389,13.37022133,2.221615721,36.16999817
Flat,46.96,1.9,16.69,9.93,10.15,7.19,0.17,1.01,3.32,0.37,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,60.75
Flat,46.967,2.016,16.248,10.3,10.091,8.188,0.158,1.219,3.46,0.39,0,29.0761341,1.210026975,259.5379892,233.7603032,0.127027014,45.97551711,113.5577061,53.46802347,80.43725083,20.05928972,20.82342924,690.3786014,23.3348172,150.9792402,18.64659463,0.71424295,298.0650838,16.89098879,38.25916769,4.982526071,22.19922434,5.266307463,1.768072768,5.286182709,0.786947842,4.390177529,0.831242172,2.189692414,0.315107184,1.929874104,0.273147981,3.503939117,1.098263791,2.893689858,2.066785011,0.627279654,,,,,,144.2167822,24.58659213,11.86105284,2.07288446,36.16999817
Flat,46.968,2.212,17.319,10.11,9.867,6.399,0.155,1.398,3.76,0.563,0,25.03607004,1.320330534,236.1670572,79.50714329,0.122759605,37.93983444,52.6810321,43.82930504,79.92934544,21.36317838,21.31352157,878.9526783,25.98871413,191.5209436,26.46473568,0.589023713,389.8502936,23.04751674,50.11763784,6.444448829,27.63948188,6.176384474,2.028202169,5.978125895,0.884224981,4.913052887,0.920306021,2.440528984,0.342010562,2.119432854,0.306343036,4.291820662,1.430899912,2.796548873,2.356949224,0.698543034,,,,,,165.4046212,33.5480593,13.91077584,2.41165983,36.16999817
Flat,46.97,1.58,16.6,9.69,10.5,6.94,0.16,0.97,3.56,0.33,1.3,28.10002774,0.933057637,234.441012,161.1829733,0.128026864,38.24306687,57.0180981,30.80698072,76.92874367,20.13096019,20.54601978,653.3448898,22.13110102,112.1964841,12.40122221,0.721187948,406.356494,17.41407657,36.16436281,4.763343891,20.64472687,4.639471162,1.634831711,4.940394399,0.727166092,4.02912943,0.78908976,2.075271139,0.296057223,1.851881542,0.277476064,2.726296008,0.671077502,4.328860414,2.948730781,0.738864216,,,,,,137.8072548,25.34800083,10.44925937,2.425817938,36.84000015
Flat,46.97,1.89,17.68,10.24,10.49,6.43,0.16,1.13,3.47,0.39,-0.1,,,,,,,,,,,19.4,624,23.5,154,14.6,,296,18.7,40.5,5.45,23.8,5.55,1.87,5.24,0.79,4.44,0.83,2.24,0.32,2.061,0.31,3.63,1.08,5.63,2.21,0.67,,,,,,133.9366516,27.21979622,12.5,2.177583697,36.16999817
Flat,46.977,1.535,15.075,9.93,10.019,10.037,0.157,1.002,3.27,0.417,0.09,26.01392081,0.905672154,221.3300607,484.3343656,0.124442164,49.71948401,211.6812177,59.30684812,81.91657862,19.08593316,18.4826045,705.0617308,21.74458428,137.7039881,15.15734469,0.683850755,380.014401,19.90659049,42.51402482,5.806112908,24.77944009,5.402954724,1.653925632,5.183690054,0.75197186,4.095337084,0.774482656,2.063366042,0.2899477,1.766567092,0.268345551,3.229449179,0.82644393,4.436919357,2.928236973,0.80417718,,,,,,129.7758359,28.97611425,12.16881695,2.381177593,48.58000183
Flat,46.98,1.53,14.79,10.06,9.67,9.53,0.17,1.1,3.13,0.38,1.1,25.28105119,0.877192982,205.3882264,345.5549715,0.122516112,45.20118953,180.9546548,47.05657243,79.57785088,18.9890803,25.37659862,591.4892776,22.921875,117.8876449,11.47650887,0.999742002,431.3870614,18.66430055,39.45723684,5.201259196,22.77094875,5.113716752,1.570290859,5.091970999,0.758310249,4.328807391,0.825983227,2.217770157,0.306771141,1.918859649,0.295683028,3.035287081,0.637335526,5.23823764,3.469265996,0.970717234,,,,,,124.3453405,27.16783195,11.51738007,2.358855207,43
Flat,46.98,2.19,17.59,10.04,10.09,6.19,0.16,1.35,3.57,0.6,0,23.82155619,1.274219012,236.165588,45.72759021,0.120859488,37.83578793,38.88074178,33.04036544,87.25263208,21.83810092,22.25879754,897.7411358,26.27517864,186.7367032,25.60276284,0.660017403,390.6338981,23.40534633,49.66557151,6.363010333,27.85993115,6.134072248,2.036704362,6.176209908,0.9063475,4.916958622,0.935143861,2.536712083,0.336462306,2.035273781,0.323527421,4.05715633,1.342806466,2.973087841,2.349245712,0.700625024,,,,,,166.2805624,34.06891751,13.81547804,2.465996285,36.16999817
Flat,46.98,2.46,17.49,10.91,8.69,4.76,0.18,1.47,3.86,0.73,0.41,,,,,,,,,,,19.5,905,27.8,178,27.1,,430,30.3,63.6,8.21,34.9,7.58,2.57,6.67,0.99,5.34,0.98,2.57,0.35,2.2,0.32,4.09,1.87,2.96,2.42,0.67,,,,,,177.6859504,44.10480349,17.07207207,2.583447592,36.16999817
Flat,47.01,1.49,14.5,9.98,9.75,9.84,0.16,0.99,2.97,0.33,1.5,25.29833949,0.895116983,207.3602794,427.0293928,0.128314799,50.88364937,223.4919051,50.87053616,84.82576132,18.80980307,19.20364878,549.3470202,21.39620758,113.2377447,10.09177298,0.362641055,367.8681852,16.23627745,34.54391218,4.648312072,20.65553104,4.776468568,1.52116819,4.809381238,0.728017649,4.132787057,0.784145994,2.062541583,0.261333004,1.783800819,0.265061275,2.794411178,0.588822355,4.856709813,2.976400141,0.846307385,,,,,,123.5950033,23.63359163,10.75781209,2.196877156,43
Flat,47.01,1.522,15.35,10.8,10.29,10.2,0.161,0.9286,3.008,0.4008,,32.67575796,,248.8779143,,,,,54.43517525,,18.35263984,17.83979162,693.151,20.71906805,141.7659005,13.56117219,0.792716819,412.7695523,19.59080197,40.30254361,5.276475534,23.14410749,5.275010253,1.713645692,4.996606934,0.767074408,4.088132946,0.780261933,2.192059816,0.293788765,1.835263984,0.268878995,3.626569549,0.789053617,4.9160165,3.560631921,0.922394154,,0.70405,,,,115.9259259,28.51645119,11.88065372,2.400242601,48.58000183
Flat,47.02,1.36,19.1,8.72,9.1,4.95,0.17,1.14,3.35,0.3,4.48,23,,,50,,30,30,,,,36,599,18.7,93,7.7,6.4,285,12.6,28.2,3.76,14.7,3.64,1.32,3.76,0.6,3.49,0.66,1.82,0.25,1.58,0.25,2.3,0.46,,1.92,0.49,,,,,,148.4375,18.34061135,8.198198198,2.237151495,36.16999817
Flat,47.046,1.815,16.407,10.27,10.758,6.909,0.155,0.95,3.22,0.386,0.52,27.1478147,1.088974452,231.2950387,144.5747181,0.117253763,43.99324693,73.1372895,52.14101088,79.91291535,20.21788953,14.69892787,574.0863684,22.99828638,136.1288292,15.69303283,0.4450545,315.1561101,15.57492948,34.51079751,4.810908414,21.59302273,5.125072045,1.681317,5.338635612,0.778446581,4.333945926,0.821639077,2.227422522,0.312803163,1.83999333,0.2758239,3.21626052,0.891050914,2.605926349,1.719601258,0.528502219,,,,,,183.2727841,22.67093083,11.54295506,1.964049129,48.58000183
