Mode,SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%),MNO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),LOI(WT%),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),PB(PPM),TH(PPM),U(PPM),ND143_ND14,SR87_SR86,PB206_PB20,PB207_PB20,PB208_PB20,Ba/Th,La (PM),Sm (PM),La/Sm (PM),Crustal Thickness
Normal,66.96,0.53,15.38,2.65,3.1,1.18,0.04,4.29,3.61,0.16,2.7,,,42,15,,,6,,,,246,325,17,172,14,,515,38.24,80.25,,32.38,6.38,1.07,,1.12,,,,0.25,1.06,,4.87,1.89,,18.03,,0.51225,0.71096,,,,28.56350527,55.66229985,14.36936937,3.873677294,64.83000183
Normal,66.97,0.27,17.88,2,4.29,0.3,0.03,3.11,5.06,,,1.2,,,,,2,3,,,,83,1151,,143,,2.8,992,17.5,36.2,,15.1,2.71,1.05,,0.33,,,,,1.56,0.238,3.6,0.62,,2,1.3,0.512676,0.703421,18.253,15.524,37.803,496,25.47307132,6.103603604,4.173447848,60.75
Normal,67,0.42,18.89,1.55,4.32,0.15,0.02,1.28,5.93,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,67,0.22,12.5,1,4.23,0.21,0.061,5.73,2.21,0.04,,,,0,0,,,0,,0,,192,140,29,167,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,1109.170306,0,,64.66000366
Normal,67,0.53,14.73,2.72,2.89,1.11,0.05,3.51,4.4,0.2,1.33,,,67,,,,,,,,141,491,9,159,22,,906,35.8,68.6,7.58,24.3,4.2,0.98,3.2,0.4,2,0.3,0.9,,0.8,0.11,,,20,11.5,3.1,,,,,,78.7826087,52.11062591,9.459459459,5.508837596,51.70000076
Normal,67.02,0.59,15.02,2.97,2.78,1.23,0.06,4.12,4.23,0.2,,5,,11,3,,0,0,1,43,15,114,320,15.3,151,13.5,3,757,25,55,,25.3,5.5,,,,,,,,1.7,,3.6,,18,14.8,3.7,,0.70681,17.995,15.597,38.24,51.14864865,36.39010189,12.38738739,2.93767368,55.61000061
Normal,67.031,0.858,16.282,3.3823482,3.461,0.703,0.011,4.402,2.594,0.188,1.23,7.5228,,,4.23,,2.70848214,0,,,,173.49,234,19.53,175.66,,37.12,717.5,44.2,95.9,,44.83,8.61,1.26,,0.739,,,,,1.51,0.168,5.1896,1.3464,,17.26,6.3923,0.51216,0.71492,,,,41.57010429,64.33770015,19.39189189,3.317762934,66.33999634
Normal,67.04,0.47,15.16,2.45,2.56,1.13,0.05,4.47,3.19,0.17,3.05,,,46,25,,,7,,,,230,280,17,164,15,,595,,56,,,,,,,,,,,,,,,,20,,,0.71102,,,,29.75,866.084425,0,,54.47999954
Normal,67.05,0.63,14.43,3.48,3.05,1.31,0.054,4.45,3.12,0.15,2.11,9.999,,,12.641,,,4.698,,,,220,230,,,,14.609,630,45.767,94.574,,44.2,7.816,1.072,,0.939,,,,,2.914,0.37,5.137,0,,25.017,8.827,,,,,,25.18287564,66.61863173,17.6036036,3.784374679,57.25
Normal,67.08,0.72,15.27,3.22,3.18,1.5,0.03,3.98,3.02,0.27,,8,,,8,,5,5,,,,247,399,,178,35,33,539,49.7,92.5,,40.3,8.14,1.25,,0.781,,,,,2.05,0.225,4.4,4,,21.2,13.7,,,,,,25.4245283,72.34352256,18.33333333,3.946010322,58
Normal,67.09,0.36,16.15,2.92,2.39,1.37,0.05,2.78,3.96,0.12,1.9,6,,56,,,,0,0.288,0,16.9,63.9,560.8,6.9,105.1,3.3,1.6,734,19.4,35.5,4.07,15.2,2.51,0.77,1.87,0.25,1.25,0.24,0.69,0.1,0.65,0.1,2.9,0.2,0,3,2.5,,,,,,244.6666667,28.23871907,5.653153153,4.995215644,47.75999832
Normal,67.1,0.598,14.4,2.56,1.81,0.79,0.063,4.59,4.05,0.113,,5,,,,,5.5,6.6,18,44,15,196,202,16,190,13,11.7,637,33,65,6.8,22,4,0.76,3.3,0.45,2.9,0.61,1.7,0.27,1.9,0.32,,1.4,18,25,7.3,,,,,,25.48,48.0349345,9.009009009,5.331877729,60.84999847
Normal,67.2,0.4,17.37,2.86,4.1,0.64,0,1.46,5.65,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,67.3,0.6,17,,5.3,1.2,0.08,1.5,3.8,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,30
Normal,67.3,0.5,15.5,2.97,3.7,1.4,0.1,2.8,4.2,0.2,1.1,5.8,,70,,,,,,,,79,590,8.2,130,8.9,2.1,760,31,63,7.1,27,4.3,1,3.2,0.33,1.7,0.28,0.7,0.09,0.62,0.07,3.8,0.54,15,6.9,1.4,,,,,,110.1449275,45.12372635,9.684684685,4.659287093,58.15999985
Normal,67.3,0.588,15.2,3.1,2.88,1.12,0.045,4.35,3.97,0.219,,3.668341709,,78.71287129,,,9.23902439,11.69082126,40,70.99273608,21,63.71257485,557.8300921,6.989010989,203.8147139,8.684782609,1.604278075,754.2553191,24.23913043,52.7173913,6.213903743,23.26574173,3.965330444,0.96,2.795698925,0.318032787,1.576086957,0.252192982,0.622826087,0.0802,0.504347826,0.075974026,4.845953003,0.48700565,13.20197044,5.182481752,0.924102564,0.512383,0.706538,18.53015329,15.55882335,38.46126376,145.5394066,35.28257705,8.930924423,3.950607504,51.70000076
Normal,67.3,0.584,16.1,2.97,2.89,1.02,0.048,3.33,4.74,0.24,,7.985803017,,87.2983871,53,,10.9962406,13.51538996,30.18691589,58.8933745,,52.50673854,445.9591042,9.938870152,149.6183206,5.700982928,1.821862348,865.3453208,13.50253807,27.47933884,3.442254926,13.62290227,2.513715711,0.650542942,2.114746325,0.281070746,1.65034965,0.325779037,0.854243542,0.125029158,0.843304843,0.127577938,3.814253787,0.374494836,11.77654756,3.892374774,0.785786802,,,,,,222.3180888,19.65434945,5.661521872,3.471566461,60.84999847
Normal,67.32,0.066,10.52,0.68,7.38,1.06,0.113,1.311,1.11,0.032,,,,77,19,,10,7,16,52,20.1,88,457,12,134,13,5,600,24,45,,20,3.4,0.8,,0.5,,,,,1.2,0.17,,,4,,,,,,,,,34.93449782,7.657657658,4.562034421,55.61000061
Normal,67.33,0.215,12.71,0.98,2.28,0.55,0.048,3.4,2.21,0.027,,13,,,17,,17,1,,,,,,,,,37.8,1028,35,66.7,,27.3,5.69,1.4,,0.71,,,,,2.2,0.308,3.9,1.6,,11.8,3.1,,,,,,87.11864407,50.94614265,12.81531532,3.97541078,60.84999847
Normal,67.33,0.331,14.71,1.48,0.88,0.3,0.087,5.96,2.82,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,51.70000076
Normal,67.36,0.76,14.31,4.3,2.59,0.85,0.12,2.6,4.85,0.27,1.77,,,27,17,,4,,25,80,,68,179,49,304,7,,644,30,65,,38,,,,,,,,,,,,,20,,,,,,,,,43.66812227,0,,35
Normal,67.4,0.576,15.7,3.06,3.02,1.18,0.052,3.59,4.6,0.243,,11.17808219,,123.432012,16,,16.93171188,13.67837338,37.49415615,74.84880825,,17.74452165,666.343356,10.07996633,120.9964413,4.262803932,0.507872016,572.1903199,12.40467717,27.90456432,3.498746867,14.58333333,2.737795672,0.839793282,2.312470139,0.300867888,1.7522374,0.338432122,0.839552239,0.124410933,0.826398852,0.126030053,3.04152076,0.315695067,7.76621297,1.007966012,0.227180527,,,,,,567.6682677,18.05629865,6.166206468,2.928266956,60.84999847
Normal,67.42,0.48,15.07,2.41,3.3,1.04,0.04,3.52,3.24,0.14,2.69,6.089,,,19.931,,,6.327,,,,,260.3,,,,10.355,630.04,38.323,76.475,,28.96,6.108,0.819,,0.431,,,,,1.39,0.2,4.902,0,,26.581,11.115,,,,,,23.70264475,55.78311499,13.75675676,4.054961208,57.25
Normal,67.49,0.34,16.43,2.19,2.77,1,0.03,3.32,4.13,0.14,1.5,4,,40,,,,0,0.144,0,16.7,76.9,659.8,7.3,109.8,4.2,3.2,791,17.9,34.7,3.91,14.6,2.45,0.79,1.91,0.25,1.35,0.26,0.67,0.1,0.64,0.11,3.1,0.2,0,3.6,1.2,,,,,,219.7222222,26.05531295,5.518018018,4.721860797,47.75999832
Normal,67.5,0.3,17.59,2.28,2.22,0.24,0.04,4.87,4.88,0.04,,3.5,,,6,,16,3,,,,146,822,,164,,5.5,788,21.6,38.1,,12.9,3.13,0.74,,0.38,,,,,1.58,0.255,4.7,0.79,,7.6,3.8,0.512509,0.704778,,,,103.6842105,31.44104803,7.04954955,4.460008092,60.75
Normal,67.51,0.54,14.95,2.73,2.54,1.1,0.05,4.15,4.28,0.17,,0.62254902,,25.6272838,,,2.180232558,1.315280464,9.884836852,27.22914669,,72.20973783,158.6402266,7.919005613,224.2899119,9.03066271,1.659346022,939.3647738,16.44245142,30.82259663,3.793774319,13.72930867,2.257907543,0.492217899,1.788697789,0.22745098,1.278195489,0.258503401,0.673807205,0.107091172,0.764990329,0.115170578,5.776351518,0.339398734,5.893027698,6.380877124,0.251694095,,0.70676,17.978,15.591,38.218,147.2156187,23.9336993,5.085377349,4.706376274,55.61000061
Normal,67.56,0.71,14.55,3.186,3.12,1.06,,3.79,1.76,0.24,,6.271,,,5.7847,,4.065,0,,,,,224.81,14,,,,603.96,36.351,75.7,,35.235,7.3839,1.205,,0.775,,,,,1.35845,0.14,5.1318,1.304,,15.4453,6.3247,,,,,,39.10315759,52.91266376,16.63040541,3.181682134,66.33999634
Normal,67.58,0.43,15.81,2.15,1.52,0.66,0.08,4.3,3.33,0.1,3.27,5.364,,,4.879,,,4.812,,,,,186.3,,,,9.49,676.6,42.348,87.492,,29.87,6.13,0.941,,0.594,,,,,2.344,0.367,6.38,1.718,,29.67,8.255,,,,,,22.80417931,61.6419214,13.80630631,4.464765596,57.25
Normal,67.58,0.5,15.49,2.979,3.39,0.92,0.03,4.66,4.07,0.11,,6.9984,,,4.0426,,4.91,2.6817,,,,300,245.87,22,,,4.91,655,41.1,84.876,,29.76,6.2352,0.809,,0.449,,,,,1.6115,0.196,3.9942,1.309,,21.37,6.77,,,,,,30.65044455,59.82532751,14.04324324,4.260079134,66.33999634
Normal,67.59,0.54,15,2.78,2.56,1.12,0.053,3.95,4.19,0.196,,9.958563536,,103.7037037,59.53,,14.18918919,19.40780619,41.54777927,70.8492201,,48.70422535,478.746594,12.23011364,160.9652236,7.088739746,1.679218968,1048.543689,21.85317177,43.30719886,5.065179505,19.50980392,3.345045678,0.838028169,2.746835443,0.359274756,2.13559322,0.408089261,1.134601832,0.166307746,1.106796117,0.171749036,4.085584006,0.47702219,10.2367688,4.406685237,0.886731844,,,,,,237.9438586,31.8095659,7.533886662,4.222198624,55.61000061
Normal,67.6,0.8,13.87,4.71,2.74,0.84,0.13,2.61,5.46,0.21,0.62,,,112,9,,6,,22,94,,24,337,21,98,,,192,,15,,11,,,,,,,,,,,,,21,8.7,2.38,,,,,,22.06896552,0,0,,35
Normal,67.6,0.391,15.4,2.6,2.79,1.01,0.055,3.11,4.42,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512258,0.706445,,,,,0,0,,65
Normal,67.7197,0.57312,14.79565,3.08,1.98005,0.7363,0.084575,3.395935,5.14415,0.13134,1.67,18.2,,46.2,,,,1.2,16.5,76.5,,68.1,301.6,42.2,292.8,11.2,,688.7,35,75.3,,37.8,,,,,,,,,,,,,19.9,9.7,2.6,,,,,,71,50.94614265,0,,39.16999817
Normal,67.76,0.57,15.57,2.89,3.16,1.33,0.04,4.38,3.79,0.19,,,,46,19,,,7,,,,235,305,17,164,15,,506,,69,,,,,,,,,,,,,,,,21,,,,,,,24.0952381,736.5356623,0,,54.47999954
Normal,67.76,0.53,15.17,,2.69,1.11,0.05,4.4,3.42,0.13,1.93,,,,,,,,,,,241,,,,15,,404,,,,,,,,,,,,,,,,,,,,,,,,,,588.0640466,0,,54.47999954
Normal,67.81,0.53,14.93,2.65,2.49,1.08,0.05,4.2,4.21,0.18,,2.339520484,,16.88973332,14,,1.805461561,4.119613279,4.933275645,25.28042052,14,207.595383,139.159946,9.715805488,51.05452486,14.09863499,8.185392768,565.2510608,29.49010959,56.41239531,4.619662302,15.07947019,2.404132123,0.348817647,2.524875869,0.240905926,1.445149657,0.306802001,0.893742112,0.151543472,1.159774715,0.174878228,1.975700926,6.044968779,24.08675353,18.03368004,5.349879654,,,,,,31.34418818,42.92592371,5.414711989,7.927646715,55.61000061
Normal,67.82,0.499,15.05,2.61,2.34,1.03,0.048,4.04,4.13,0.182,,14.85893417,,145.5987312,16,,19.16532905,13.03298471,62.65139116,81.29817444,19,28.3438914,571.2396694,17.3630137,131.8454936,5.328671329,0.765553603,1227.461859,17.80918728,37.55884917,4.594405594,18.40362496,3.633181659,1.020521739,3.358724535,0.493428064,3.028921998,0.620035149,1.81370826,0.255944056,1.730769231,0.270803949,3.38330494,0.363099631,7.139116203,2.534781133,0.40066778,,,,,,484.2476705,25.92312559,8.182841574,3.167985761,55.61000061
Normal,67.88,0.51,16.26,,4.5,2.48,0.11,1.7,4.56,,,5.8,,,85,,9,47,,,,,1334,,,,0.28,391,20.7,44.9,,19.9,3.17,0.77,,0.27,,,,,0.692,0.079,3.2,1.8,,6.7,2.6,0.512878,0.703091,18.59,15.58,38.32,58.35820896,30.13100437,7.13963964,4.220241621,37
Normal,67.9,0.458,14.3,2.56,1.51,0.35,0.065,5.56,3.27,0.078,,,,80,4,,7,2,6,,21,12,241,25,13,90,,6,,,,,,,,,,,,,,,,,17,,,,,,,,,8.733624454,0,,65
Normal,67.94,0.49,17.71,1.44,3.76,0.13,0.12,1.58,6.29,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,67.94,0.57,14.39,3.31,3.18,0.99,0.051,4.21,3.25,0.13,0.73,9.331205,,,9.8393,,,7.11333,,,,203,235,,,,8.7176198,650,48.89478835,99.320475,,38.832975,7.64562,1.090388,,0.93554,,,,,2.72597,0.3556665,5.12264605,0,,24.32524975,7.5178704,,,,,,26.72120561,71.1714532,17.21986486,4.133101726,57.25
Normal,67.94,0.486,14.74,2.48,2.32,0.99,0.05,4.07,4.12,0.165,,18.6,,,28,,26,19,,,,,348,,,,1,342,18.7,38.9,,19.7,4.61,1.26,,0.69,,,,,2.08,0.279,3.1,0.76,,4.4,1.2,,,,,,77.72727273,27.21979622,10.38288288,2.621602933,55.61000061
Normal,68,0.46,15.2,3.04,2.98,0.95,0.05,3.87,3.85,0.16,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,59.59000015
Normal,68,0.49,14.79,,2.95,1.45,0.06,3.87,3.89,0.17,0.8,7,,63,13,,,20,11.4,11,19.7,139.7,461.9,18.3,155.3,18.7,4.7,675,41,82.4,8.5,29,4.7,0.9,3.4,0.6,2.6,0.5,1.5,0.2,1.6,0.2,4.4,1.5,1.2,19.3,5,,,,,,34.97409326,59.6797671,10.58558559,5.637833318,59.59000015
Normal,68.02,0.59,15.69,3.09,3.08,1.12,0.05,4.33,3.52,0.17,,,,48,37,,,5,,,,235,290,19,164,15,,487,,65,,,,,,,,,,,,,,,,21,,,,,,,23.19047619,708.8791849,0,,54.47999954
Normal,68.03,0.53,15.31,3.1,3.5,1.32,0.06,3.7,3.54,0.11,0.9,,,,15,,,,,,,185,379,20,181,14,,574,,57,,,,,,,,,,,,,,,18,33,,,,,,,17.39393939,835.5167394,0,,64.66000366
Normal,68.1,0.268,15.7,1.54,1.39,0.39,0.104,4.81,3.12,0.061,,,,263.5,387,,51.5,118.5,84.5,94,19,20,875.5,25,185.5,59.5,,624,,,,,,,,,,,,,,,,,,,,,,,,,,908.2969432,0,,70.16999817
Normal,68.22,0.515,15.09,2.73,2.46,1.09,0.054,4.07,4.17,0.184,,0.560170524,,1.766202302,9,,0.338319459,0.253375796,3.031578947,25.36554949,18,174.2675159,35.94550536,1.414662757,70.60276389,15.04749842,8.399265156,260.1425794,8.014864865,11.6745283,1.311696265,3.729769495,0.400123839,0.0557,0.320759339,0.0377,0.256662516,0.057,0.210709838,0.0405,0.332136223,0.0578,3.027058481,1.147295126,29.14579005,2.263789581,0.924296381,,,,,,114.9146465,11.66646996,0.901179818,12.94577368,55.61000061
Normal,68.39,0.53,15.39,3.11,3.52,1.33,0.06,3.72,3.56,0.11,0.9,,,55,15,,,9,,51,,185,379,20,181,14,,577,,57,,,,,,,,,,,,,,,18,33,,,,,,,17.48484848,839.8835517,0,,64.66000366
Normal,68.44,0.38,14.75,2.58,2.78,1.15,0.06,4.46,3.32,0.08,1.5,,,78,,,6.1,3.2,19,18,19,293,273,23,189,18,25,541,52,98,11,34,5.6,0.8,4.4,0.72,3.7,0.78,2.2,0.37,2.4,0.37,7,2.4,,57,23,,,,,,9.49122807,75.69141194,12.61261261,6.001247661,66.12999725
Normal,68.47,0.58,14.04,2.97,2.97,1.14,0.06,4.15,3.12,0.13,1.94,8.69,,,9.48,,,1.757,,,,207,235,,,,12.433,665,47.126,95.508,,42.5,7.727,1.113,,0.898,,,,,2.596,0.344,5.084,0,,23.482,8.039,0.512252,0.70961,,,,28.31956392,68.59679767,17.40315315,3.941630408,57.25
Normal,68.49,0.447,14.49,2.07,1.99,0.77,0.035,4.349,3.85,0.07,,3.215686275,,31.41955836,10,,4.152439024,1.010622155,2.490740741,28.0952381,15,60.0990099,244.6875,4.859719439,23.4608985,3.015761821,2.628664495,953.7459283,10.68907563,19.66386555,1.935483871,6.984656438,1.213930348,0.415941058,1.042622951,0.142574257,0.903020134,0.181788079,0.515422886,0.079671323,0.544370861,0.0878,0.747428571,0.247848537,10.6361829,5.48,1.19205298,,,,,,174.0412278,15.55906205,2.73407736,5.690790714,55.61000061
Normal,68.5,0.55,14.34,,5.36,1.06,0.06,1.18,3.01,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,57.25
Normal,68.51,0.515,14.97,2.74,2.46,1.07,0.053,4.08,4.21,0.172,,1.2,,8.906152242,7,,1.023565574,1.427109974,4.788819876,27.264,13,149.5049505,64.20502092,7.915276851,69.23076923,10.07454863,14.59459459,338.5945946,14.79178234,30.48306496,3.213061224,11.05505593,1.747954173,0.254008346,1.44312026,0.204234528,1.335164835,0.273913043,0.835679214,0.138424308,1.007608696,0.156905475,2.935157319,0.763792119,17.92514773,11.54605263,1.841356674,,,,,,29.32557173,21.53097866,3.936833723,5.469110502,55.61000061
Normal,68.54,,,,,,,,,,,,,,,,,,,,,216,315,,,,,1000,,,,,,,,,,,,,,,,,,,,,0.707053,,,,,1455.604076,0,,42.5
Normal,68.55,0.44,15.37,2.56,2.68,1.08,0.05,4.01,4,0.18,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,59.59000015
Normal,68.59,0.26,14.5,,1.87,0.59,0.09,4.28,3.44,0.04,4.57,2,,18,10,,3,4,,,,149.7,360.7,11,155,24,,970,39,69,,17.1,2.66,0.86,2.8,,2.43,0.51,1.37,,1.39,0.21,4.2,,,30,,0.512665,0.70472,,,,32.33333333,56.76855895,5.990990991,9.475654201,36
Normal,68.6,0.22,13.6,1.3,1.75,0.46,0.052,5.45,4,0.06,,,,10,0,,,0,,37,,168,321,9,155,,,681,,,,,,,,,,,,,,,,,,,,,,,,,,991.2663755,0,,64.83000183
Normal,68.6,0.362,15.1,2.19,2.29,0.62,0.049,3.62,4.43,0.149,,9.066524371,,,,,,23,54,89,21,44.25763602,478.114895,9.936441487,153.4852195,10.0105734,1.33785118,607.1659352,28.67674141,58.70618972,,29.96996567,5.183441748,1.299440313,3.666259473,0.393959521,2.007023472,0.28282093,0.741612216,0.11758098,0.664569341,0.097132383,3.728850993,0.423037549,10.94331524,4.998935046,1.091468143,,,,,,121.4590567,41.74198167,11.67441835,3.575508468,60.84999847
Normal,68.67,0.3,17,2.72,3.11,0.86,0,1.64,5.66,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,68.69,0.498,15.05,2.62,2.38,1.04,0.052,4.07,4.19,0.177,,1.169760864,,16,10,,3.11941246,3.626880303,25.15094344,80.26355189,16,93.63247607,145.2501255,5.83733061,84.43032925,9.06794212,1.897645552,1079.461968,14.71718018,41.54636423,2.933543084,9.46670026,1.744406726,0.724432808,1.652706886,0.243405092,1.106740847,0.252954054,0.713524013,0.141889155,0.793869455,0.15450939,2.934792529,0.480223024,24.30536771,3.726264256,0.572218871,,,,,,289.6901277,21.42238745,3.928843977,5.452593072,55.61000061
Normal,68.7,0.34,14.65,1.77,1.85,1.24,0.073,4.52,2.94,0.06,,0,,25,0,,2.8,3,6,57,17,174,203,23,187,17,11,635,35,72,8.3,30,5.7,1.02,4.7,0.71,4.4,0.82,2.6,0.4,2.6,0.43,,1.8,18,17,4.5,0.51246,0.70667,18.844,15.621,38.746,37.35294118,50.94614265,12.83783784,3.968436375,64.66000366
Normal,68.72,0.74,12.47,5.97,2.59,1.93,0.41,2.07,4.44,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,37
Normal,68.72,0.71,13.73,5.29,2.15,0.69,0.1,2.73,5.14,0.09,0.2,,,17,5.39,,22,10.7,21,94,,70,161,49,301,13.96,3.1,652,,,,,,,,,,,,,,,6.5,0.58,20,8.22,2.09,,,,,,79.31873479,949.0538574,0,,35
Normal,68.74,0.542,14.93,2.92,1.76,0.51,0.085,3.555,4.74,0.117,1.5414,8.6,,25.5,3.3,,,0,13.6,51.1,,91.5899874,188.3304269,38.68599388,349.0255029,13.18985803,,798.0494433,8.6,70.92553062,,35.2467378,,,,,,,,,,,,,,,,,,,,,,12.51819505,0,,39.16999817
Normal,68.78,0.58,15.1,3.2,3.22,1.57,0.05,2.9,3.82,,,7.377,,,19.761,,9.062,11.386,,,,124,373.95,16,139,17,4.225,738,36.323,71.422,,24.748,4.686,0.909,,0.479,,,,,1.524,0.218764045,4.046,1.468,14,15.432,4.451,,,,,,47.82270607,52.87190684,10.55405405,5.009630098,59.59000015
Normal,68.84,0.31,12.94,1.56,2.09,0.51,0.046,5.04,2.92,0.07,,,,29,0,,,0,,41,,293,161,20,198,,,546,,,,,,,,,,,,,,,,,,,,,,,,,,794.7598253,0,,59.83000183
Normal,68.84,0.44,15.42,2.53,1.8,0.66,0.05,4.49,3.6,0.09,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.512423,0.706735,,,,,0,0,,73
Normal,68.87,0.4,13.73,1.66,2.49,0.58,0.042,3.83,2.7,0.09,4.61,5.297,,,,,1.83,1.3,,,,218,202,,,,31.044,514,37.108,78.216,,35.8,6.767,0.977,,0.771,,,,,1.833,0.219,5.063,1.681,,20.07,7.305,,,,,,25.61036373,54.01455604,15.24099099,3.544031754,66.33999634
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.459,15.666,38.792,,,,,60.83000183
Normal,68.9,0.37,14.7,2.25,2.49,1,0.06,4.13,3.69,0.07,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,59.59000015
Normal,68.9,0.435,15.7,2.46,2.49,0.73,0.05,3.53,4.78,0.186,,35.53610295,,,,,31.75115393,,,,,32.979637,619.2022747,17.38782659,114.9148729,5.187142508,1.149247427,328.2951998,20.09633176,40.63150035,,24.68592773,5.026348508,1.366430498,4.354988045,0.661834009,3.577401588,0.730925065,1.942292535,0.321777154,1.656360016,0.274325341,2.487162053,0.171340246,6.617957119,3.486915582,0.427863849,0.512459,,18.63108194,15.63958385,38.73446793,94.15060161,29.25230242,11.32060475,2.583987611,60.84999847
Normal,68.96,0.46,14.53,,2.29,0.99,0.05,4.1,3.98,0.16,,1.530678149,,15.69207239,12,,1.695028681,2.408890947,7.054511278,43.8822023,19,88.07861742,128.1453296,6.115461181,105.0195567,11.04076433,1.503729488,1123.876124,15.32673267,31.22274882,3.478347935,11.81906615,1.865959499,0.33040153,1.464175928,0.197049024,1.186720038,0.234597156,0.710616114,0.110133843,0.774267883,0.121692607,3.19694906,0.734991888,26.73842842,5.15651486,0.745700379,,,,,,217.9526588,22.30965454,4.202611484,5.308521767,55.61000061
Normal,68.98,0.4,14.87,2.45,2.12,0.67,0.06,2.96,4.24,0.1,2.86,4.69,2210,24.3,19.63,,4.26,15.39,9.21,26.54,12.48,72.05,162,17.89,250.2,8.02,3.09,386.6,19.23,41.03,4.56,17.67,3.69,0.42,1.63,0.46,2.67,0.56,1.62,0.31,2.47,,7.08,,,9.24,2.13,,,,,,41.83982684,27.99126638,8.310810811,3.368054816,55.83000183
Normal,68.98,0.5,15.05,,2.45,1.06,0.05,4.08,4.31,0.17,1.5,3.14,,59.8,8,,5.69,4.31,13,65.9,19,99.1,417,8.22,132,10.3,3.13,1080,23.9,60.1,5.63,19.9,3.36,0.813,3.02,0.344,1.78,0.316,0.915,0.128,0.813,0.131,4.17,0.604,10.6,10.4,1.81,0.512267,0.70674,17.993,15.612,38.283,103.8461538,34.78893741,7.567567568,4.597109586,55.61000061
Normal,69.1,0.315,14.3,1.47,0.69,0.3,0.072,6.11,3.08,0.052,,0.733545918,,4.13227345,8,,0.250258665,0.183338573,1.797780518,30.8274535,18,169.3705386,10.78931751,1.161640531,93.58262967,16.97241822,5.501549907,49.57727873,2.791178498,5.896181384,0.531165989,1.490845684,0.20518957,0.0276,0.193056417,0.0269,0.193632148,0.044214464,0.163840399,0.0308,0.253392517,0.0423,3.931884909,1.24002187,27.17898355,2.307402287,0.965232163,0.512458,0.70666,18.61861044,15.73002584,39.04204581,21.48618774,4.062850798,0.462138671,8.791410568,51.70000076
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.468,15.657,38.728,,,,,60.83000183
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.37,15.624,38.606,,,,,60.83000183
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.481,15.647,38.777,,,,,60.83000183
Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.235,15.623,38.567,,,,,60.83000183
Normal,69.1,0.435,14.7,1.88,1.02,0.5,0.059,5.53,3.61,0.103,,5.6,,,,,6,7,16,42,15,195,212,17,194,14,6.6,662,35,65,7.1,23,4.2,0.8,3.4,0.58,3.1,0.63,1.8,0.28,1.9,0.32,,1.4,17,24,6.2,,,,,,27.58333333,50.94614265,9.459459459,5.38573508,60.84999847
